Winery;Year;Wine ID;Wine;Type;Rating;Num_Reviews;Price;Country;Region
Pica Peixe;2013;1369334;Tinto 2013;Red;3.7;93;7.9;Portugal;Península de Setúbal
Quinta da Foz;2013;2601224;Vinha da Foz  Tinto 2013;Red;3.7;71;29.9;Portugal;Douro
Duorum;2013;76409;Colheita Tinto 2013;Red;3.8;1304;40.0;Portugal;Douro
Messias;2013;2346003;Douro Quinta do Cachão Reserva 2013;Red;3.8;156;9.89;Portugal;Douro
Pacheca;2013;2188922;Douro Superior Tinto 2013;Red;3.8;1082;13.95;Portugal;Douro
Ribafreixo Wines;2013;1584422;Gaudio Classico 2013;Red;3.8;393;10.35;Portugal;Alentejo
Quinta do Pinto;2013;1397176;Merlot - Syrah 2013;Red;3.8;131;12.95;Portugal;Alentejo
Barranco Longo;2013;1247832;Reserva Alicante Bouschet 2013;Red;3.8;59;16.01;Portugal;Algarve
Quinta Vale do Bragão;2013;1440859;Tinto 2013;Red;3.8;89;7.32;Portugal;Douro
Herdade do Portocarro;2013;1203073;Tinto 2013;Red;3.8;120;25.1;Portugal;Península de Setúbal
Fonte do Ouro;2013;2424181;Tinto Reserva 2013;Red;3.8;120;13.04;Portugal;Dão
Quinta da Alorna;2013;1247055;Touriga Nacional - Cabernet Sauvignon Reserva 2013;Red;3.8;542;7.95;Portugal;Tejo
Solar dos Lobos;2013;1571703;Touriga Nacional 2013;Red;3.8;86;13.9;Portugal;Alentejo
Casa Agrícola Santana Ramalho (CSR);2013;1562728;Casa de Sabicos Reserva 2013;Red;3.9;75;13.9;Portugal;Alentejo
Casa de Cello;2013;6249591;Quinta da Vegia Solo Franco 2013;Red;3.9;151;8.23;Portugal;Dão
Fado;2013;2144540;Reserva 2013;Red;3.9;68;15.5;Portugal;Alentejo
Quinta de Cidrô;2013;1254128;Rufete 2013;Red;3.9;66;14.87;Portugal;Douro
Malhadinha Nova;2013;1240414;Touriga Nacional da Malhadinha 2013;Red;3.9;168;25.0;Portugal;Alentejo
Adega Cooperativa de Borba;2013;1866956;Alentejo Grande Reserva 2013;Red;4.0;218;19.99;Portugal;Alentejo
Lemos;2013;76411;Alfrocheiro Preto 2013;Red;4.0;68;16.0;Portugal;Dão
Quinta do Passadouro;2013;1486832;Douro Touriga Nacional 2013;Red;4.0;261;26.0;Portugal;Douro
Lemos;2013;76415;Jaen 2013;Red;4.0;88;15.4;Portugal;Dão
Susana Esteban;2013;1830429;Procura Tinto 2013;Red;4.0;292;36.95;Portugal;Alentejo
Portalegre;2013;1212365;Tinto 2013;Red;4.0;124;19.99;Portugal;Alentejo
Mapa;2013;1384466;Tinto 2013;Red;4.0;235;20.95;Portugal;Douro
Monte da Ravasqueira;2013;1648179;Vinha das Romãs Tinto 2013;Red;4.0;1069;21.9;Portugal;Alentejo
Quinta de Chocapalha;2013;1612824;Vinha Mãe Rouge 2013;Red;4.0;344;29.95;Portugal;Lisboa
Terra d'Alter;2013;1180697;Alentejano Outeiro 2013;Red;4.1;401;26.0;Portugal;Alentejo
Quinta do Perdigão;2013;2501397;Alfrocheiro 2013;Red;4.1;210;12.95;Portugal;Dão
Quinta de Chocapalha;2013;2051653;CH 2013;Red;4.1;116;35.9;Portugal;Lisboa
Aneto;2013;1149924;Colheita Tardia 2013;Dessert;4.1;51;13.5;Portugal;Douro
Dom Bella;2013;1548076;Dão Tinto 2013;Red;4.1;268;60.0;Portugal;Dão
Reynolds Wine Growers;2013;2257561;Julian Reynolds Grande Reserva 2013;Red;4.1;568;24.75;Portugal;Alentejo
Quinta do Frances;2013;1768258;Odelouca River Valley Tinto 2013;Red;4.1;94;24.99;Portugal;Algarve
Quinta do Vallado;2013;1177331;Reserva (Field Blend) 2013;Red;4.1;658;70.0;Portugal;Douro
Quinta do Monte d'Oiro;2013;1196206;Reserva 2013;Red;4.1;249;36.0;Portugal;Lisboa
Ma+Ru+Fa;2013;1712787;Reserva 2013;Red;4.1;57;9.833333333333334;Portugal;Tejo
Dona Berta;2013;1756337;Reserva Tinto Cão 2013;Red;4.1;70;18.39;Portugal;Douro
Rui Reguinga;2013;1660614;Terrenus Vinhas Velhas Reserva 2013;Red;4.1;128;44.43;Portugal;Alentejo
Herdade do Rocim;2013;4985643;Vale da Mata Reserva Tinto 2013;Red;4.1;65;23.74;Portugal;Lisboa
Lima Mayer;2013;1426342;2 Tintos 2013;Red;4.2;84;40.76;Portugal;Alentejo
Niepoort;2013;1267265;Doda 2013;Red;4.2;66;31.0;Portugal;Dão
Quinta das Carvalhas;2013;9093;Douro 'Carvalhas' Vinhas Velhas 2013;Red;4.2;356;49.5;Portugal;Douro
Quinta das Tecedeiras;2013;1214055;Douro Reserva 2013;Red;4.2;216;24.95;Portugal;Douro
Quinta de Pancas;2013;5515829;Grande Reserva Tinto 2013;Red;4.2;148;21.07;Portugal;Lisboa
Quinta da Alorna;2013;3870182;Marquesa de Alorna Grande Reserva Tinto 2013;Red;4.2;467;29.95;Portugal;Tejo
Maritávora;2013;4995848;No. 2 Grande Reserva Vinhas Velhas Tinto 2013;Red;4.2;78;40.0;Portugal;Douro
Bacalhôa;2013;18529;Península de Setúbal Palácio da Bacalhôa Tinto 2013;Red;4.2;734;54.0;Portugal;Península de Setúbal
Quinta de Sant'Ana;2013;1214295;Reserva 2013;Red;4.2;60;55.0;Portugal;Lisboa
Pessegueiro;2013;1306828;Tinto 2013;Red;4.2;538;28.0;Portugal;Douro
Quinta do Noval;2013;1302544;Touriga Nacional Douro 2013;Red;4.2;57;34.0;Portugal;Douro
Rui Reguinga;2013;2073606;Tributo 2013;Red;4.2;89;32.3;Portugal;Algarve
Vasques de Carvalho;2013;1231335;X Bardos 2013;Red;4.2;57;23.5;Portugal;Douro
Quinta Nova de Nossa Senhora do Carmo;2013;1272205;Douro Grande Reserva Referéncia 2013;Red;4.3;242;54.24;Portugal;Douro
Quinta Casa Amarela;2013;2280924;Elísio Grande Reserva 2013;Red;4.3;196;53.5;Portugal;Douro
Domaine Bento and Chapoutier;2013;1361103;Ex Aequo 2013;Red;4.3;50;54.95;Portugal;Lisboa
Reguengos;2013;1518113;Garrafeira dos Sócios Tinto 2013;Red;4.3;1412;19.99;Portugal;Alentejo
Quinta Dona Leonor;2013;1869350;Grande Reserva 2013;Red;4.3;51;28.6;Portugal;Douro
Marquês de Marialva;2013;2372259;Grande Reserva Tinto 2013;Red;4.3;770;20.0;Portugal;Bairrada
Quinta dos Frades;2013;6519958;Grande Reserva Vinhas Velhas 2013;Red;4.3;266;29.95;Portugal;Douro
Casa d'Arrochella;2013;3198897;Grandes Quintas Vinhas do Cerval 2013;Red;4.3;66;21.95;Portugal;Douro
Alves de Sousa;2013;1240432;Quinta da Gaivosa Vinha de Lordelo 2013;Red;4.3;143;85.0;Portugal;Douro
Herdade do Pombal;2013;1368836;Reserva 2013;Red;4.3;125;16.54;Portugal;Alentejo
Mouchão;2013;76439;Tinto 2013;Red;4.3;807;39.0;Portugal;Alentejo
Quinta do Isaac;2013;3117591;Tinto 2013;Red;4.3;103;41.13;Portugal;Douro
Lemos;2013;76414;Touriga Nacional 2013;Red;4.3;65;31.78;Portugal;Dão
Horácio Simões;2013;1584545;Bastardo 2013;Dessert;4.4;132;22.5;Portugal;Península de Setúbal
Lemos;2013;1731495;Dona Georgina 2013;Red;4.4;108;37.0;Portugal;Dão
Howard's Folly;2013;7449829;Winemaker's Choice 2013;Red;4.4;325;22.0;Portugal;Alentejo
Alves de Sousa;2013;6264579;Quinta da Oliveirinha Vinha Franca Tinto 2013;Red;4.5;71;63.49;Portugal;Douro
Quinta Vale D. Maria;2013;1896436;Vinha da Francisca Douro 2013;Red;4.5;430;72.5;Portugal;Douro
Quinta do Fojo;2013;1266125;Fojo Tinto 2013;Red;4.6;106;167.3;Portugal;Douro
Mouchão;2013;76442;Tonel Nº 3 - 4 2013;Red;4.6;577;107.5;Portugal;Alentejo
Legado;2013;2495612;Douro Tinto 2013;Red;4.7;226;265.54;Portugal;Douro
Quinta do Crasto;2013;1293594;Vinha Maria Teresa 2013;Red;4.7;653;260.0;Portugal;Douro
Messias;2014;20538;Dão Selection Tinto 2014;Red;3.4;220;6.99;Portugal;Dão
Quinta do Cardo;2014;1171515;Tinto 2014;Red;3.4;219;17.95;Portugal;Beiras
São Matias;2014;3327638;Tinto 2014;Red;3.4;54;10.99;Portugal;Dão
Calheiros Cruz;2014;1197236;Colheita Tinto 2014;Red;3.5;76;6.9;Portugal;Douro
AdegaMãe;2014;3327618;Merlot 2014;Red;3.5;170;10.95;Portugal;Lisboa
AdegaMãe;2014;3272943;Petit Verdot 2014;Red;3.5;83;10.95;Portugal;Lisboa
Foral de Portimao;2014;2537402;Reserva 2014;Red;3.5;91;8.95;Portugal;Algarve
Lima Mayer;2014;1772980;Subsídio Tinto 2014;Red;3.5;156;7.21;Portugal;Alentejo
Casa Américo;2014;6021428;Tinto 2014;Red;3.5;161;9.49;Portugal;Dão
Torre de Coimbra;2014;1911299;Bairrada Tinto 2014;Red;3.6;397;7.99;Portugal;Bairrada
Bacalhôa;2014;1213732;Meia Pipa Private Selection Castelão - Syrah 2014;Red;3.6;1674;5.95;Portugal;Península de Setúbal
Quinta da Fata;2014;1219168;Reserva 2014;Red;3.6;166;9.47;Portugal;Dão
Vila Real;2014;1200520;Reserva Tinto 2014;Red;3.6;1153;3.99;Portugal;Douro
Quinta Vale do Bragão;2014;1440859;Tinto 2014;Red;3.6;91;8.45;Portugal;Douro
Van Zellers;2014;2258604;Tinto 2014;Red;3.6;510;20.0;Portugal;Douro
Herdade da Calada;2014;1781887;Vale da Calada Tinto 2014;Red;3.6;165;6.29;Portugal;Alentejo
Rovisco Garcia;2014;1620614;Alentejano Tinto 2014;Red;3.7;131;6.95;Portugal;Alentejo
Campolargo;2014;1228856;Baga 2014;Red;3.7;103;12.75;Portugal;Bairrada
Manz;2014;1734585;Pomar do Espírito Santo 2014;Red;3.7;305;26.39;Portugal;Lisboa
Valcatrina;2014;3785477;Red 2014;Red;3.7;273;22.0;Portugal;Alentejo
Encosta do Guadiana;2014;5217506;Reserva Tinto 2014;Red;3.7;83;5.94;Portugal;Alentejo
Regateiro;2014;4869322;Reserva Tinto 2014;Red;3.7;92;14.0;Portugal;Bairrada
Quinta de Pancas;2014;1916895;Reserva Tinto 2014;Red;3.7;96;16.0;Portugal;Lisboa
Quinta do Cume;2014;1968196;Selection 2014;Red;3.7;109;7.8;Portugal;Douro
Outeiros Altos;2014;1769474;Tinto 2014;Red;3.7;116;8.95;Portugal;Alentejo
Calços do Tanha;2014;1315367;Tinto 2014;Red;3.7;55;6.5;Portugal;Douro
Quinta da Alorna;2014;1247055;Touriga Nacional - Cabernet Sauvignon Reserva 2014;Red;3.7;435;24.95;Portugal;Tejo
Quinta da Alorna;2014;2501207;Touriga Nacional 2014;Red;3.7;138;8.49;Portugal;Tejo
Quinta do Pinto;2014;1483607;Vinhas do Lasso Colheita Seleccionada Tinto 2014;Red;3.7;82;7.05;Portugal;Alentejo
Mouchão;2014;76440;Alentejo Dom Rafael Tinto 2014;Red;3.8;1483;13.49;Portugal;Alentejo
Vale do Rodo;2014;1395714;Cabeça de Burro Reserva 2014;Red;3.8;892;12.5;Portugal;Douro
Bombeira do Guadiana;2014;2146887;Herdade da Bombeira Tinto 2014;Red;3.8;243;8.9;Portugal;Alentejo
Paulo Laureano;2014;2649729;Inventum Tinto 2014;Red;3.8;95;11.29;Portugal;Alentejo
Pegos Claros;2014;2437632;Reserva Castelão 2014;Red;3.8;883;11.95;Portugal;Península de Setúbal
Fonte do Ouro;2014;2424181;Tinto Reserva 2014;Red;3.8;61;11.36;Portugal;Dão
Quinta Maria Izabel;2014;4460318;Maria Izabel Tinto 2014;Red;3.9;718;30.0;Portugal;Douro
Clama;2014;1895801;Reserva 2014;Red;3.9;68;45.0;Portugal;Douro
Quinta do Espinho;2014;1578589;Reserva 2014;Red;3.9;118;11.95;Portugal;Douro
Conde de Vimioso;2014;1245610;Reserva Tinto 2014;Red;3.9;312;25.0;Portugal;Tejo
Quanta Terra;2014;1248320;Terra a Terra Reserva 2014;Red;3.9;443;11.95;Portugal;Douro
Quinta do Carmo;2014;1117316;Tinto 2014;Red;3.9;1215;19.45;Portugal;Alentejo
Quinta de S. José;2014;1245750;Tinto 2014;Red;3.9;404;10.95;Portugal;Douro
Horta Osorio;2014;1626602;Tinto 2014;Red;3.9;647;29.95;Portugal;Douro
Monte da Ravasqueira;2014;1648179;Vinha das Romãs Tinto 2014;Red;3.9;1034;16.5;Portugal;Alentejo
Titular;2014;2044638;Alfrocheiro 2014;Red;4.0;247;15.9;Portugal;Dão
Herdade de São Miguel;2014;1924186;Escolha dos Enólogos 2014;Red;4.0;729;12.59;Portugal;Alentejo
Ribafreixo Wines;2014;1584422;Gaudio Classico 2014;Red;4.0;594;14.95;Portugal;Alentejo
Quinta do Portal;2014;1736466;Grande Reserva 2014;Red;4.0;328;25.35;Portugal;Douro
Vale da Corça;2014;5950071;Joao & Maria Grande Reserva 2014;Red;4.0;102;35.2;Portugal;Douro
Fitapreta;2014;1224981;Palpite Reserva 2014;Red;4.0;374;41.53;Portugal;Alentejo
Jorge Rosas;2014;1306913;Puro Quinta da Touriga Douro 2014;Red;4.0;494;25.0;Portugal;Douro
Quinta da Falorca;2014;1524282;Reserva Lagar 2014;Red;4.0;175;26.37;Portugal;Dão
Solar dos Lobos;2014;2533375;Syrah 2014;Red;4.0;76;12.9;Portugal;Alentejo
Herdade de São Miguel;2014;4849111;Trincadeira 2014;Red;4.0;119;12.59;Portugal;Alentejo
Quinta da Barca;2014;2869500;Busto Grande Escolha Touriga Nacional 2014;Red;4.1;75;25.0;Portugal;Douro
Casa Ferreirinha;2014;51734;Callabriga Douro 2014;Red;4.1;2166;50.0;Portugal;Douro
Brejinho da Costa;2014;3853769;Comendador Costa Reserva Especial Tinto 2014;Red;4.1;70;63.33;Portugal;Península de Setúbal
Pacheca;2014;1184921;Douro Reserva Vinhas Velhas 2014;Red;4.1;1510;14.95;Portugal;Douro
Todao;2014;1312317;Melhores Vinhas Reserva 2014;Red;4.1;144;12.65;Portugal;Douro
Casa da Passarella;2014;4064674;O Fugitivo Vinhas Centenárias 2014;Red;4.1;104;31.6;Portugal;Dão
CARM;2014;1157592;Reserva Tinto 2014;Red;4.1;373;15.0;Portugal;Douro
Terra d'Alter;2014;1253619;Telhas Tinto 2014;Red;4.1;220;48.0;Portugal;Alentejo
Fonte do Ouro;2014;1794953;Touriga Nacional 2014;Red;4.1;78;19.75;Portugal;Dão
Ribeiro Santo;2014;1810737;Touriga Nacional 2014;Red;4.1;108;13.95;Portugal;Dão
Pedra Cancela;2014;1265625;Touriga Nacional 2014;Red;4.1;153;22.75;Portugal;Dão
Horta Osorio;2014;5171932;Touriga Nacional 2014;Red;4.1;74;21.9;Portugal;Douro
Esporão;2014;1803078;Esporão Private Selection Tinto 2014;Red;4.2;1704;54.75;Portugal;Alentejo
Quinta dos Poços;2014;1502893;MG XXI 2014;Red;4.2;75;38.0;Portugal;Douro
Quinta do Mondego;2014;1187449;Munda Touriga Nacional 2014;Red;4.2;136;23.95;Portugal;Dão
Quinta de S. José;2014;1295490;Reserva 2014;Red;4.2;106;32.95;Portugal;Douro
Zimbro;2014;6217102;5 Marias 2014;Red;4.3;55;18.95;Portugal;Douro
Comenda Grande;2014;2357778;6 Castas 2014;Red;4.3;186;28.0;Portugal;Alentejo
Niepoort;2014;8967;Douro Batuta Tinto 2014;Red;4.3;348;55.0;Portugal;Douro
Quinta da Marka;2014;1597379;Marka Touriga Nacional 2014;Red;4.3;103;22.04;Portugal;Douro
Tapada do Chaves;2014;1225068;Reserva Tinto 2014;Red;4.3;1452;32.5;Portugal;Alentejo
Casa da Passarella;2014;5372392;Villa Oliveira Vinha das Pedras Altas 2014;Red;4.3;170;48.95;Portugal;Dão
Mingorra;2014;1916655;Vinhas da Ira 2014;Red;4.3;112;36.95;Portugal;Alentejo
Quinta de Ventozelo;2014;5935915;Essencia 2014;Red;4.4;138;38.9;Portugal;Douro
Quinta de S. José;2014;1436916;Grande Reserva 2014;Red;4.4;82;85.0;Portugal;Douro
Prats & Symington (P+S);2014;1240543;Chryseia Douro 2014;Red;4.5;1625;269.0;Portugal;Douro
Quinta do Pégo;2014;5461342;Douro Vinhas Velhas 2014;Red;4.5;71;18.33;Portugal;Douro
Casa das Flores;2014;2174179;Grande Reserva 2014;Red;4.5;149;39.0;Portugal;Douro
Jorge Rosas;2014;1182177;Quinta da Touriga-Chã Douro 2014;Red;4.5;374;59.6;Portugal;Douro
Quinta do Crasto;2014;45284;Tinta Roriz 2014;Red;4.5;488;54.9;Portugal;Douro
Quinta da Boavista;2014;4443335;Quinta da Boavista Vinha do Ujo Vinhas Velhas 2014;Red;4.6;80;135.0;Portugal;Douro
Cartuxa;2014;2545450;Pêra-Manca Tinto 2014;Red;4.7;1784;335.0;Portugal;Alentejo
Quinta do Crasto;2014;1322600;Vinha da Ponte 2014;Red;4.7;298;199.0;Portugal;Douro
Quinta do Garrido;2015;3883894;Diário da Quinta Tinto 2015;Red;3.3;120;4.5;Portugal;Lisboa
Titular;2015;2711950;Jaen 2015;Red;3.3;86;8.95;Portugal;Dão
José Maria da Fonseca;2015;1635822;Periquita Tinto (Original) 2015;Red;3.4;2014;3.69;Portugal;Península de Setúbal
Quinta do Arrobe;2015;2910916;Sensato Tinto 2015;Red;3.4;88;3.95;Portugal;Tejo
Wine With Spirit;2015;1975897;Bastardo Tinto 2015;Red;3.5;110;20.93;Portugal;Tejo
Sovibor;2015;1148668;Borba Reserva 2015;Red;3.5;284;9.79;Portugal;Alentejo
Quinta de Chocapalha;2015;75666;Cabernet Sauvignon 2015;Red;3.5;142;11.5;Portugal;Lisboa
Pacheca;2015;2402435;Douro Tinto 2015;Red;3.5;128;5.55;Portugal;Douro
Cadão;2015;1256623;Tinto 2015;Red;3.5;1183;33.78;Portugal;Douro
Quinta de Vale de Pios;2015;1368329;Excomungado 2015;Red;3.6;185;6.95;Portugal;Douro
Herdade do Monte Branco;2015;3990433;Rafeiro Tinto 2015;Red;3.6;259;6.5;Portugal;Alentejo
Francos;2015;1192423;Reserva 2015;Red;3.6;116;23.76;Portugal;Alentejo
Quinta do Penedo do Salto - Ariso;2015;2015488;Reserva 2015;Red;3.6;100;6.95;Portugal;Douro
Solar dos Lobos;2015;1409675;Selection Tinto 2015;Red;3.6;212;6.5;Portugal;Alentejo
Pontual;2015;1268175;Syrah 2015;Red;3.6;174;8.14;Portugal;Alentejo
Artefacto;2015;4942957;Touriga Nacional Colheita Seleccionada 2015;Red;3.6;221;7.2;Portugal;Alentejo
Monte Branco;2015;1163791;Alento Tinto 2015;Red;3.7;391;35.0;Portugal;Alentejo
Casa Américo;2015;7152817;Alfrocheiro 2015;Red;3.7;54;9.86;Portugal;Dão
Quinta do Portal;2015;1380962;Colheita Red 2015;Red;3.7;145;11.95;Portugal;Douro
José Maria da Fonseca;2015;94316;José de Sousa Alentejano 2015;Red;3.7;1713;25.15;Portugal;Alentejo
Montaria;2015;2017674;Premium Tinto 2015;Red;3.7;114;14.0;Portugal;Alentejo
Herdade da Pimenta;2015;1270652;Preta 2015;Red;3.7;366;69.9;Portugal;Alentejo
Campolargo;2015;78241;Rol de Coisas Antigas 2015;Red;3.7;277;28.98;Portugal;Bairrada
Quinta da Barca;2015;5070250;Busto Reserva Touriga Nacional 2015;Red;3.8;81;11.1;Portugal;Douro
Herdade de Coelheiros;2015;6156968;Coelheiros Red 2015;Red;3.8;127;10.83;Portugal;Alentejo
Ervideira;2015;1192486;Conde d'Ervideira Reserva Tinto 2015;Red;3.8;544;30.0;Portugal;Alentejo
Montaria;2015;1881233;Grande Escolha 2015;Red;3.8;91;15.0;Portugal;Alentejo
Folias de Baco;2015;1378527;Olho no Pé Reserva Pinot Noir 2015;Red;3.8;51;16.0;Portugal;Douro
José Maria da Fonseca;2015;1240076;Periquita Superyor 2015;Red;3.8;305;39.95;Portugal;Península de Setúbal
Anselmo Mendes;2015;5818442;Quinta de Silvares Tinto 2015;Red;3.8;468;7.47;Portugal;Dão
Herdade dos Coteis;2015;1492435;Reserva 2015;Red;3.8;542;10.95;Portugal;Alentejo
Altano;2015;1840663;Reserva Douro 2015;Red;3.8;251;11.95;Portugal;Douro
Monte Cascas;2015;2150762;Reserva Douro Tinto 2015;Red;3.8;189;11.5;Portugal;Douro
Colinas do Douro;2015;4175645;Reserva Tinto 2015;Red;3.8;252;16.9;Portugal;Douro
Herdade das Servas;2015;5172371;Sem Barrica Tinto 2015;Red;3.8;150;12.95;Portugal;Alentejo
Adega Cooperativa de Borba;2015;5050436;Senses Petit Verdot 2015;Red;3.8;53;6.85;Portugal;Alentejo
Nelson Neves;2015;7826827;Superior 2015;Red;3.8;129;8.08;Portugal;Bairrada
Quinta dos Carvalhais;2015;76111;Touriga Nacional Dão 2015;Red;3.8;340;22.0;Portugal;Dão
Costa Boal Family Estates;2015;6052151;1 + 1 = 2 Flores Tinto 2015;Red;3.9;137;19.1;Portugal;Douro
Marquês de Marialva;2015;1522830;Baga Reserva 2015;Red;3.9;1502;29.95;Portugal;Bairrada
Kopke;2015;1224262;Douro Reserva Tinto 2015;Red;3.9;202;14.8;Portugal;Douro
Pacheca;2015;2188922;Douro Superior Tinto 2015;Red;3.9;1846;25.12;Portugal;Douro
Casa de Saima;2015;1960436;Grande Reserva Baga da Corga 2015;Red;3.9;75;24.95;Portugal;Bairrada
João M Barbosa;2015;1750632;Ninfa 2015;Red;3.9;386;10.85;Portugal;Tejo
Faldas da Serra;2015;1968443;Quinta das Maias Jaen 2015;Red;3.9;51;25.0;Portugal;Dão
Nunes Barata;2015;2008094;Reserva 2015;Red;3.9;293;10.5;Portugal;Alentejo
Quinta da Revolta;2015;1183132;Reserva Tinto 2015;Red;3.9;74;12.95;Portugal;Douro
Quinta da Sequeira;2015;1734562;Reserva Tinto 2015;Red;3.9;190;13.95;Portugal;Douro
CARM;2015;1157592;Reserva Tinto 2015;Red;3.9;322;14.25;Portugal;Douro
Quinta Varzea da Pedra;2015;6215816;Reserva Tinto 2015;Red;3.9;114;33.71;Portugal;Lisboa
Herdade do Sobroso;2015;1208733;Tinto 2015;Red;3.9;433;9.95;Portugal;Alentejo
Soito;2015;4039899;Tinto 2015;Red;3.9;508;9.0;Portugal;Dão
Adega Cooperativa de Borba;2015;1235048;Alentejo Reserva Tinto 2015;Red;4.0;2671;12.95;Portugal;Alentejo
Pessegueiro;2015;2394237;Aluzé Tinto 2015;Red;4.0;572;11.0;Portugal;Douro
Cortes de Cima;2015;5456890;Amphora 2015;Red;4.0;389;16.9;Portugal;Alentejo
Pessegueiro;2015;5993072;Barro Vermelho Touriga Nacional 2015;Red;4.0;67;17.5;Portugal;Douro
Quinta do Pôpa;2015;5023452;Black Edition Tinto 2015;Red;4.0;147;13.9;Portugal;Douro
José Maria da Fonseca;2015;94301;Domini Plus Douro 2015;Red;4.0;185;36.58;Portugal;Douro
AdegaMãe;2015;1943916;Dory Reserva Tinto 2015;Red;4.0;561;11.9;Portugal;Lisboa
Quinta da Costa do Pinhão;2015;5206729;Gradual 2015;Red;4.0;209;12.5;Portugal;Douro
Quinta da Alorna;2015;1237004;Marquesa de Alorna Reserva Tinto 2015;Red;4.0;112;24.0;Portugal;Tejo
Quinta da Plansel;2015;1209241;Plansel Selecta Colheita Seleccionada Touriga Nacional 2015;Red;4.0;141;41.95;Portugal;Alentejo
Quinta do Arrobe;2015;2433341;Quinto Elemento Reserva Cabernet Sauvignon 2015;Red;4.0;122;18.95;Portugal;Tejo
Vinha Paz;2015;1200548;Reserva 2015;Red;4.0;301;23.8;Portugal;Dão
Quinta de S. José;2015;1295490;Reserva 2015;Red;4.0;61;26.4;Portugal;Douro
Passagem;2015;1424778;Reserva Red 2015;Red;4.0;503;46.9;Portugal;Douro
Manuel Correia;2015;1635700;Reserva Tinto 2015;Red;4.0;240;14.95;Portugal;Douro
Valle de Passos;2015;5557798;Reserva Tinto 2015;Red;4.0;160;16.7;Portugal;Trás-os-Montes
Seara d'Ordens;2015;1269678;Reserva Vinhas Velhas 2015;Red;4.0;214;18.9;Portugal;Douro
Quinta da Terrugem;2015;1272225;Tinto 2015;Red;4.0;459;15.65;Portugal;Alentejo
Quinta de Foz de Arouce;2015;1248279;Tinto 2015;Red;4.0;483;16.9;Portugal;Beiras
Aneto;2015;1149925;Tinto 2015;Red;4.0;293;13.49;Portugal;Douro
Quinta de Ventozelo;2015;91095;Touriga Nacional 2015;Red;4.0;119;10.0;Portugal;Douro
Quinta de Cidrô;2015;1299676;Touriga Nacional 2015;Red;4.0;807;18.95;Portugal;Douro
Lavradores de Feitoria;2015;1144798;Três Bagos Tinto 2015;Red;4.0;267;9.99;Portugal;Douro
Companhia das Lezírias;2015;2619814;Tyto Alba Merlot 2015;Red;4.0;102;9.95;Portugal;Tejo
Dona Maria;2015;1146627;Amantis Reserva Tinto 2015;Red;4.1;639;18.49;Portugal;Alentejo
Casa de Mouraz;2015;1920707;António Lopes Ribeiro Douro 2015;Red;4.1;246;12.03;Portugal;Douro
Paulo Laureano;2015;4442137;Bacalhau Escolha Tinto 2015;Red;4.1;336;13.21;Portugal;Alentejo
Herdade da Calada;2015;1435733;Block No. 3 2015;Red;4.1;66;43.95;Portugal;Alentejo
Herdade do Sobroso;2015;1925611;Cellar Selection Tinto 2015;Red;4.1;143;18.5;Portugal;Alentejo
São Domingos;2015;1391888;Grande Escolha 2015;Red;4.1;78;13.95;Portugal;Bairrada
Quinta dos Poços;2015;1553370;Grande Reserva 2015;Red;4.1;174;14.99;Portugal;Douro
Quinta do Frances;2015;1768258;Odelouca River Valley Tinto 2015;Red;4.1;251;17.99;Portugal;Algarve
Dona Maria;2015;2441198;Petit Verdot 2015;Red;4.1;184;25.0;Portugal;Alentejo
Jorge Rosas;2015;1306913;Puro Quinta da Touriga Douro 2015;Red;4.1;638;21.2;Portugal;Douro
Quinta do Monte Travesso;2015;1233912;Reserva 2015;Red;4.1;91;20.0;Portugal;Douro
Dois Carvalhos;2015;2479043;Reserva 2015;Red;4.1;229;9.59;Portugal;Tejo
Herdade Da Fonte Coberta;2015;1737017;Reserva Syrah 2015;Red;4.1;123;14.95;Portugal;Alentejo
Casa do Canto;2015;1923472;Reserva Tinto 2015;Red;4.1;165;8.4;Portugal;Bairrada
Quinta do Cume;2015;1240368;Reserva Tinto 2015;Red;4.1;173;14.4;Portugal;Douro
Valle Pradinhos;2015;4009800;Reserva Tinto 2015;Red;4.1;754;10.5;Portugal;Trás-os-Montes
Quinta da Tor;2015;3241182;Riserva Algibre Red Blend 2015;Red;4.1;108;13.5;Portugal;Algarve
Quinta do Vallado;2015;16965;Sousão 2015;Red;4.1;451;19.95;Portugal;Douro
Cortes de Cima;2015;1723060;Syrah 2015;Red;4.1;983;34.54;Portugal;Alentejo
Casa de Santa Vitoria;2015;2017939;Touriga Nacional 2015;Red;4.1;240;17.5;Portugal;Alentejo
Quinta do Vallado;2015;16966;Touriga Nacional 2015;Red;4.1;1323;49.5;Portugal;Douro
Quinta do Mouro;2015;6366958;Trincadeira 2015;Red;4.1;88;35.9;Portugal;Alentejo
